Netherlands				1.01€3141	1.03€1085	1.4€22
Ecuador	1.38€578	1.39€300	1.43€581	1.45€402	1.47€207	1.5€361
Senegal	2.9€260	3.1€46	3.15€49	3.25€343	3.35€27	700€5
