Brazil	1.16£530	1.17£1045	1.18£1958	1.19£2866	1.2£9204	1.21£259
Portugal	1.32£30	1.33£336	1.34£504	1.36£184	1.37£870	1.38£97
Argentina	1.63£213	1.64£2	1.65£39	1.68£169	1.7£259	1000£1
France	1.76£116	1.77£8	1.78£392	1.82£83	1.83£46	1000£1
England	2.14£73	2.18£130	2.22£57	2.28£52	2.3£8	2.34£2
Netherlands	2.44£30	2.46£155	2.48£122	2.58£100	2.62£65	2.64£178
Morocco	3.75£244	3.8£13	3.85£2	4.5£172	5.7£86	6£86
Croatia	6£12	6.2£12	6.4£229	6.6£4	6.8£51	7£59
