Brazil	1.08£4116	1.09£9222	1.1£8067	1.11£2329	1.12£3800	1.13£5110
Switzerland	2.06£32	2.08£30	2.1£754	2.12£83	2.16£10	2.18£65
Serbia	2.02£717	2.04£11	2.08£84	2.14£27	2.16£269	2.18£60
Cameroon	5.8£8	6£22	6.2£12	6.8£32	7£3	7.2£77
