Netherlands				1.02£8	1.03£924	1.08£1
Ecuador	1.39£257	1.41£5	1.42£327	1.46£10	1.47£172	1.5£306
Senegal	3.05£10	3.1£40	3.15£53	3.25£437	3.35£24	5.8£4
