Brazil	1.38€2776	1.39€186	1.4€199	1.41€54	1.42€58	1.43€70
Argentina	1.61€25	1.62€86	1.63€46	1.64€20	1.65€176	1.68€11
France	1.72€523	1.73€157	1.74€93	1.82€13	1.84€142	1000€2
Spain	1.93€522	2.02€440	2.04€21	2.28€28	2.32€11	2.7€120
England	2.22€35	2.24€108	2.26€18	2.34€46	2.36€66	2.38€47
Netherlands	2.44€372	2.48€35	2.5€243	2.58€87	2.62€66	2.64€24
Portugal	2.88€66	2.9€291	2.92€68	2.98€457	3.1€11	1000€11
Croatia	5€83	5.1€29	5.6€39	5.9€93		
Switzerland	7.8€11	8€59	8.6€34	9.4€8		
Japan	1.01€1166	9.4€77	12.5€35	13.5€126	130€7	
Morocco	9.4€57	10€36	11€41	16€12	26€12	
South Korea	1.01€1169	20€23	21€30	24€34	30€30	34€5
