Kylian Mbappe	1.68€272	1.69€603	1.71€29	1.73€91	1.74€397	1.75€50
Lionel Messi	12.5€49	14€14	15€671	27€22	32€24	40€25
Richarlison	15.5€41	17€134	17.5€42	19.5€14	20€74	21€12
Alvaro Morata	17€65	18.5€29	19€20	19.5€109	30€13	36€34
Olivier Giroud	18€29	20€14	23€20	30€111	32€1	
Cody Gakpo	26€29	30€12	36€24	60€52	200€13	
Bukayo Saka	40€44	42€24	46€27	50€47	55€37	60€53
Harry Kane	36€16	38€25	50€32	80€26	95€19	110€45
Marcus Rashford	6€61	30€23	34€28	75€14	130€20	180€24
Ferran Torres	23€57	44€14	75€15	160€22	750€7	
Neymar	5€117	28€47	75€16	980€12	990€2	
Bruno Fernandes	1.01€1176	40€18	75€19	150€16		
Julian Alvarez	34€15	75€11	85€14	490€24	900€6	
Vinicius Junior	16€12	60€12	90€12	1000€6		
Andrej Kramaric	1.01€1169	48€17	65€12	1000€1		
Breel Embolo	50€20	120€12	170€12	990€1		
Phil Foden	1.01€1168	60€11	85€15	1000€1		
Cristiano Ronaldo	42€14	46€14	75€15	80€129	990€12	1000€1
Memphis Depay	60€12	80€19	100€22			
Antoine Griezmann		1.01€1177	100€22	1000€1		
Joao Felix	75€11	160€33	170€21			
Hakim Ziyech	1.01€1171	100€13	200€12			
Gabriel Martinelli		1.01€1166	2€12			
Lautaro Martinez	2.02€40	18€21	100€19			
Rafael Leao	1.01€1171	75€15	220€28			
Dani Olmo		2€6	100€20			
Marco Asensio		2€7	100€18			
Pedro Abreu dos Santos		1.01€1167	20€12			
Raphinha	1.01€1177	100€17	390€12	1000€1		
Marko Livaja	2€11	100€11	120€11			
Steven Bergwijn		1.01€1171	100€12			
Youssef En-Nesyri		1.01€1172	100€21			
Ritsu Doan		100€1	200€13			
Jack Grealish		1.01€1172	130€16			
Raheem Sterling	1.01€1170	100€12	210€15			
Takuma Asano		1.02€1171	25€29			
Ousmane Dembele	1.02€1166	2€129	650€13			
Son Heung-Min			1.01€1175			
Andre Silva			1.01€1177			
Ivan Perisic		1.01€1166	20€17			
Gabriel Jesus	1.01€1169	9€60	100€19			
Haris Seferovic			1.01€1177			
Bernardo Silva	1.01€1169	20€38	1000€18			
Gerard Moreno		1.01€1166	1000€12			
Angel Di Maria		1.01€1174	260€15			
Sofiane Boufal		1.01€1169	20€13			
Kingsley Coman		1.01€1169	1000€15			
Wout Weghorst		1.01€1166	2€13			
Takumi Minamino			1.01€1176			
Luuk de Jong			1.01€1176			
Mason Mount		1.01€1169	20€15			
Hwang Hee-Chan		1.01€1167	1000€13			
Luka Modric		1.01€1168	20€18			
Yuya Osako		1.01€1166	1000€11			
Xherdan Shaqiri		1.01€1168	1000€12			
Achraf Hakimi		1.01€1166	1000€11			
Pablo Sarabia	1.01€1169	20€14	1000€12			
Ansu Fati	1.01€1166	2€13	180€12			
James Maddison		1.01€1168	20€14			
Vincent Janssen	1.01€1166	50€27	1000€15			
Junya Ito		2€2	1000€19			
Daizen Maeda		2€2	1000€19			
Davy Klaassen			1000€5			
