Brazil	1.74€59	1.76€92	1.77€72	1.78€328	1.79€64	1.8€409
France	2.82€84	2.84€248	2.86€658	2.92€62	2.98€100	3.2€200
Portugal	3.05€282	3.1€2043	3.15€12	3.2€527	3.25€155	3.4€561
England	3.35€246	3.55€84	3.7€182	3.85€527	3.9€54	4.3€74
Argentina	3.55€207	3.8€73	3.85€284	4.2€51	4.3€60	4.4€108
Netherlands	7.2€37	7.4€230	7.6€14	7.8€45	8.2€24	8.6€94
Morocco	11.5€42	12€24	13€47	15.5€51	16€87	17€24
Croatia	17€145	17.5€117	18€139	19.5€28	20€56	21€12
