Brazil	1.77€23	1.78€92	1.79€671	1.8€591	1.81€1014	1.82€251
France	2.82€35	2.84€289	2.86€154	2.88€116	2.9€53	2.92€60
Portugal	3.05€2274	3.1€106	3.15€168	3.25€157	3.3€228	3.4€561
England	3.55€77	3.7€76	3.75€231	3.9€115	3.95€44	4€200
Argentina	3.6€17	3.8€99	3.85€36	3.9€53	3.95€125	5.8€40
Netherlands	7.4€237	7.6€83	7.8€81	8€57	8.2€76	8.4€88
Morocco	11.5€17	12.5€27	14€19	15.5€24	16€119	17€32
Croatia	16.5€29	17€150	17.5€37	21€36	22€92	700€8
