Spain				1.01€1181	1.8€27	4€95
Germany	1.25€580	1.26€2323	1.27€65	1.3€1002	1.31€199	1.32€501
Japan	6.4€48	7€200	7.2€18	8€32	9.8€20	1000€2
Costa Rica	10€148	10.5€22	11€112	14€342	1000€4	
