England				1.01£5194	1.02£2584	1.03£1722
USA	1.88£97	1.92£107	1.93£127	1.98£1	2.16£22	2.2£107
Iran	2.18£30	2.2£231	2.22£61	2.28£80	2.3£20	8£46
Wales	16.5£86	21£14	23£37	25£9	29£5	30£30
