Argentina	1.07€757	1.09€155	1.1€91	1.12€580	1.13€997	1.14€499
France	1.11€35	1.12€1363	1.13€65	1.18€232	1.19€34	1.2€168
Brazil	1.18€317	1.19€288	1.2€180	1.27€1161	1.28€420	1.3€2611
England	1.22€527	1.26€34	1.27€315	1.31€112	1.32€300	1.34€201
Spain	1.26€23	1.34€35	1.35€448	1.43€13	1.44€200	1.46€322
Netherlands	1.28€6	1.42€402	1.46€101	1.48€14	1.5€12	1.64€23
Portugal		1.48€22	1.51€14	1.53€159	1.55€5	
Germany	1.85€200	1.9€533	1.91€224	1.96€43	1.97€52	1.98€94
USA	2.98€35	3€143	3.05€13	3.35€70	3.75€18	4€100
Croatia	3€11	3.05€22	3.2€13	3.65€92	4.5€11	
Morocco	4.1€46	4.2€14	4.5€11	5€29	5.5€11	
Senegal	3.2€209	4.3€70	4.4€76	4.8€88	38€105	
Switzerland	2€1	3.6€23	4.4€162	5€11	6€11	
Belgium	5€11	5.1€11	5.6€112	6.6€116	7€11	
Poland	6.2€14	6.8€50	8€35	9€11	10€105	
Serbia	5.5€11	8€17	8.2€262	9€89	13€6	
Uruguay	6.4€23	7.8€62	8€85	10€83	11€11	
Australia	7.2€14	9€138	10€30	15€14		
Ghana	5.5€23	6.6€27	13.5€71	20€5		
Japan	11€11	14€55	17€15	20€11		
Costa Rica		29€3	46€28	120€7		
South Korea		12.5€8	50€19	100€5		
Cameroon		95€2	100€21	250€2		
