Brazil	1.1€1000	1.11€598	1.12€59	1.14€621	1.17€104	1.18€477
Spain	1.25€506	1.29€200	1.3€501	1.35€92	1.37€241	
Portugal	1.47€46	1.48€92	1.49€37	1.51€53	1.52€82	1.53€18
Croatia	1.51€73	1.52€59	1.53€46	1.59€304	1.63€26	1.64€295
Japan	2.74€150	2.76€43	2.82€161	2.88€14	2.9€11	2.94€57
Switzerland	1.68€1	2.72€368	2.96€108	3.1€25	3.15€11	3.25€252
Morocco	3.8€222	3.85€26	3.9€27	4.4€12	4.5€195	32€19
South Korea		1.01€3	6.4€125	9.6€40	12€100	15€1
