England				1.01£2157	1.02£2584	1.03£1722
USA	1.94£80	1.95£6	1.96£10	1.97£4	1.99£3	2£39
Iran	2.14£6	2.16£167	2.18£48	2.26£13	2.28£77	8£46
Wales	16.5£86	21£14	26£2	29£3	30£9	32£2
