Brazil	2.68€768	2.7€1638	2.72€39	2.74€3761	2.76€6697	2.78€1465
France	5.6€30370	5.7€28036	5.8€14321	6€1850	6.2€1345	6.4€373
Argentina	7.2€3705	7.4€26557	7.6€29780	7.8€19502	8€7416	8.2€4305
Portugal	7.2€2977	7.4€29568	7.6€10458	7.8€18884	8€19357	8.2€6169
England	7.6€37666	7.8€22723	8€13177	8.2€18668	8.4€162	8.8€175
Netherlands	19€5397	19.5€4174	20€3384	21€2340	22€942	24€12
Morocco	50€7392	55€11115	60€2584	65€4312	70€2758	75€64
Croatia	50€7866	55€10277	60€6993	65€2250	70€1597	75€262
