Brazil	1.15€2086	1.16€3688	1.17€578	1.18€13486	1.19€4375	1.21€300
Portugal	1.31€167	1.33€389	1.34€491	1.36€52	1.37€676	1.38€44
Argentina	1.57€1084	1.59€100	1.61€21	1.65€50	1.66€50	1.67€347
France	1.78€585	1.79€234	1.8€61	1.83€187	1.84€439	1000€2
England	2.14€112	2.16€11	2.2€329	2.28€200	2.3€48	2.32€102
Netherlands	2.52€237	2.54€81	2.56€22	2.64€214	2.7€377	3€173
Morocco	3.75€183	3.8€47	3.85€26	4€17	4.2€59	4.3€23
Croatia	6.4€275	6.6€229	6.8€36	7€54	8.6€23	8.8€59
