Brazil	1.09€3900	1.1€1000	1.12€719	1.13€130	1.17€499	1.18€400
France	1.13€160	1.14€238	1.15€166	1.16€173	1.17€114	1.18€500
Spain	1.25€500	1.26€18	1.28€51	1.34€94	1.35€58	1.36€37
England		1.22€2189	1.27€260	1.3€100	1.31€72	1.32€13
Portugal	1.42€29	1.44€94	1.45€12	1.51€36	1.52€43	1.53€76
Croatia	1.5€300	1.57€64	1.58€40	1.63€48	1.64€94	1.66€29
Japan	2.52€24	2.54€20	2.56€60	2.8€27	2.98€53	3.4€36
Switzerland	2.94€23	2.96€97	2.98€17	3.15€17	3.2€36	3.25€300
Morocco	3.8€181	3.95€58	4€29	4.9€13	9€18	34€100
Senegal	2.2€11	3.9€171	4.3€27	4.8€49	5€23	10€11
South Korea	7€11	8€17	8.2€19	9.4€18	9.6€58	12€109
Poland	6.4€27	7€17	7.2€18	7.8€19	8.4€19	85€5
