Brazil	2.72£298	2.74£843	2.76£2473	2.78£3911	2.8£4249	2.82£17625
France	5.5£24526	5.6£30315	5.7£15579	5.8£15518	5.9£6747	6£2419
Argentina	7.2£9309	7.4£37689	7.6£29768	7.8£30664	8£10631	8.2£8716
Portugal	7.2£14559	7.4£34643	7.6£2444	7.8£20968	8£27104	8.2£8561
England	7.4£24249	7.6£33982	7.8£32016	8£17669	8.2£19273	8.4£287
Netherlands	18£10910	18.5£8331	19£3757	19.5£3806	20£3895	21£4012
Croatia	48£36	50£7128	55£10837	60£4620	65£982	70£56
Morocco	48£21	50£9275	55£5861	60£303	65£3979	70£2463
