Brazil	1.14€127	1.15€34	1.16€3496	1.17€8359	1.18€3910	1.19€6689
Portugal	1.3€579	1.33€388	1.34€502	1.38€357	1.39€297	1.42€26
Argentina	1.64€34	1.65€219	1.66€11	1.68€20	1.7€305	1000€2
France	1.8€34	1.81€150	1.82€31	1.83€184	1.84€439	1000€2
England	2.16€11	2.18€34	2.2€287	2.22€76	2.26€17	2.34€14
Netherlands	2.42€199	2.46€92	2.48€141	2.52€11	2.62€77	2.64€206
Morocco	3.7€40	3.75€191	3.8€30	4€17	4.2€59	4.3€23
Croatia	6.4€276	6.6€69	6.8€74	7€68	9€99	12.5€3
