Brazil	2.62€6614	2.64€2900	2.66€456	2.68€4272	2.7€5611	2.72€3160
France	5.8€12119	5.9€12727	6€16901	6.2€11496	6.4€692	6.6€90
Portugal	7.2€12914	7.4€19320	7.6€23215	7.8€14549	8€6177	8.2€6054
England	7.6€35692	7.8€14446	8€15894	8.2€8853	8.4€2251	8.6€453
Argentina	7.6€24422	7.8€27346	8€4604	8.2€5192	8.4€60	8.6€22
Netherlands	18€11971	18.5€1817	19€5630	19.5€3376	20€4080	21€2617
Morocco	48€12	50€2917	55€9595	60€4659	65€4041	70€2630
Croatia	50€5103	55€7459	60€7502	65€1471	70€3032	75€268
