England				1.01£4021	1.02£2578	1.03£1984
USA	1.96£2	1.97£8	1.98£500	2.04£3	2.06£171	2.08£22
Iran	2.04£48	2.06£3	2.1£130	2.14£2	2.16£5	2.2£128
Wales	21£85	25£49	26£9	29£3	30£30	32£2
